identity,vlan,cidr,network,prefix,gateway,pool,pool_start,pool_end,first_usable,last_usable,broadcast
EWT_141,1001,192.168.100.0/27,192.168.100.0,27,192.168.100.1,192.168.100.2-192.168.100.30,192.168.100.2,192.168.100.30,192.168.100.1,192.168.100.30,192.168.100.31
EWT_142,1002,192.168.100.32/27,192.168.100.32,27,192.168.100.33,192.168.100.34-192.168.100.62,192.168.100.34,192.168.100.62,192.168.100.33,192.168.100.62,192.168.100.63
EWT_144,1003,192.168.100.64/27,192.168.100.64,27,192.168.100.65,192.168.100.66-192.168.100.94,192.168.100.66,192.168.100.94,192.168.100.65,192.168.100.94,192.168.100.95
EWT_150,1004,192.168.100.96/27,192.168.100.96,27,192.168.100.97,192.168.100.98-192.168.100.126,192.168.100.98,192.168.100.126,192.168.100.97,192.168.100.126,192.168.100.127
EWT_152,1005,192.168.100.128/27,192.168.100.128,27,192.168.100.129,192.168.100.130-192.168.100.158,192.168.100.130,192.168.100.158,192.168.100.129,192.168.100.158,192.168.100.159
EWT_209,1006,192.168.100.160/27,192.168.100.160,27,192.168.100.161,192.168.100.162-192.168.100.190,192.168.100.162,192.168.100.190,192.168.100.161,192.168.100.190,192.168.100.191
EWT_210,1007,192.168.100.192/27,192.168.100.192,27,192.168.100.193,192.168.100.194-192.168.100.222,192.168.100.194,192.168.100.222,192.168.100.193,192.168.100.222,192.168.100.223
EWT_211,1008,192.168.100.224/27,192.168.100.224,27,192.168.100.225,192.168.100.226-192.168.100.254,192.168.100.226,192.168.100.254,192.168.100.225,192.168.100.254,192.168.100.255
EWT_212,1009,192.168.101.0/27,192.168.101.0,27,192.168.101.1,192.168.101.2-192.168.101.30,192.168.101.2,192.168.101.30,192.168.101.1,192.168.101.30,192.168.101.31
EWT_213,1010,192.168.101.32/27,192.168.101.32,27,192.168.101.33,192.168.101.34-192.168.101.62,192.168.101.34,192.168.101.62,192.168.101.33,192.168.101.62,192.168.101.63
EWT_215,1011,192.168.101.64/27,192.168.101.64,27,192.168.101.65,192.168.101.66-192.168.101.94,192.168.101.66,192.168.101.94,192.168.101.65,192.168.101.94,192.168.101.95
EWT_216,1012,192.168.101.96/27,192.168.101.96,27,192.168.101.97,192.168.101.98-192.168.101.126,192.168.101.98,192.168.101.126,192.168.101.97,192.168.101.126,192.168.101.127
EWT_218,1013,192.168.101.128/27,192.168.101.128,27,192.168.101.129,192.168.101.130-192.168.101.158,192.168.101.130,192.168.101.158,192.168.101.129,192.168.101.158,192.168.101.159
EWT_219,1014,192.168.101.160/27,192.168.101.160,27,192.168.101.161,192.168.101.162-192.168.101.190,192.168.101.162,192.168.101.190,192.168.101.161,192.168.101.190,192.168.101.191
EWT_220,1015,192.168.101.192/27,192.168.101.192,27,192.168.101.193,192.168.101.194-192.168.101.222,192.168.101.194,192.168.101.222,192.168.101.193,192.168.101.222,192.168.101.223
EWT_230,1016,192.168.101.224/27,192.168.101.224,27,192.168.101.225,192.168.101.226-192.168.101.254,192.168.101.226,192.168.101.254,192.168.101.225,192.168.101.254,192.168.101.255
EWT_241,1017,192.168.102.0/27,192.168.102.0,27,192.168.102.1,192.168.102.2-192.168.102.30,192.168.102.2,192.168.102.30,192.168.102.1,192.168.102.30,192.168.102.31
EWT_242,1018,192.168.102.32/27,192.168.102.32,27,192.168.102.33,192.168.102.34-192.168.102.62,192.168.102.34,192.168.102.62,192.168.102.33,192.168.102.62,192.168.102.63
EWT_244,1019,192.168.102.64/27,192.168.102.64,27,192.168.102.65,192.168.102.66-192.168.102.94,192.168.102.66,192.168.102.94,192.168.102.65,192.168.102.94,192.168.102.95
EWT_249,1020,192.168.102.96/27,192.168.102.96,27,192.168.102.97,192.168.102.98-192.168.102.126,192.168.102.98,192.168.102.126,192.168.102.97,192.168.102.126,192.168.102.127
EWT_251,1021,192.168.102.128/27,192.168.102.128,27,192.168.102.129,192.168.102.130-192.168.102.158,192.168.102.130,192.168.102.158,192.168.102.129,192.168.102.158,192.168.102.159
EWT_301,1022,192.168.102.160/27,192.168.102.160,27,192.168.102.161,192.168.102.162-192.168.102.190,192.168.102.162,192.168.102.190,192.168.102.161,192.168.102.190,192.168.102.191
EWT_302,1023,192.168.102.192/27,192.168.102.192,27,192.168.102.193,192.168.102.194-192.168.102.222,192.168.102.194,192.168.102.222,192.168.102.193,192.168.102.222,192.168.102.223
EWT_303,1024,192.168.102.224/27,192.168.102.224,27,192.168.102.225,192.168.102.226-192.168.102.254,192.168.102.226,192.168.102.254,192.168.102.225,192.168.102.254,192.168.102.255
EWT_304,1025,192.168.103.0/27,192.168.103.0,27,192.168.103.1,192.168.103.2-192.168.103.30,192.168.103.2,192.168.103.30,192.168.103.1,192.168.103.30,192.168.103.31
EWT_305,1026,192.168.103.32/27,192.168.103.32,27,192.168.103.33,192.168.103.34-192.168.103.62,192.168.103.34,192.168.103.62,192.168.103.33,192.168.103.62,192.168.103.63
EWT_306,1027,192.168.103.64/27,192.168.103.64,27,192.168.103.65,192.168.103.66-192.168.103.94,192.168.103.66,192.168.103.94,192.168.103.65,192.168.103.94,192.168.103.95
EWT_307,1028,192.168.103.96/27,192.168.103.96,27,192.168.103.97,192.168.103.98-192.168.103.126,192.168.103.98,192.168.103.126,192.168.103.97,192.168.103.126,192.168.103.127
EWT_308,1029,192.168.103.128/27,192.168.103.128,27,192.168.103.129,192.168.103.130-192.168.103.158,192.168.103.130,192.168.103.158,192.168.103.129,192.168.103.158,192.168.103.159
EWT_310,1030,192.168.103.160/27,192.168.103.160,27,192.168.103.161,192.168.103.162-192.168.103.190,192.168.103.162,192.168.103.190,192.168.103.161,192.168.103.190,192.168.103.191
EWT_311,1031,192.168.103.192/27,192.168.103.192,27,192.168.103.193,192.168.103.194-192.168.103.222,192.168.103.194,192.168.103.222,192.168.103.193,192.168.103.222,192.168.103.223
EWT_312,1032,192.168.103.224/27,192.168.103.224,27,192.168.103.225,192.168.103.226-192.168.103.254,192.168.103.226,192.168.103.254,192.168.103.225,192.168.103.254,192.168.103.255
EWT_313,1033,192.168.104.0/27,192.168.104.0,27,192.168.104.1,192.168.104.2-192.168.104.30,192.168.104.2,192.168.104.30,192.168.104.1,192.168.104.30,192.168.104.31
EWT_314,1034,192.168.104.32/27,192.168.104.32,27,192.168.104.33,192.168.104.34-192.168.104.62,192.168.104.34,192.168.104.62,192.168.104.33,192.168.104.62,192.168.104.63
EWT_316,1035,192.168.104.64/27,192.168.104.64,27,192.168.104.65,192.168.104.66-192.168.104.94,192.168.104.66,192.168.104.94,192.168.104.65,192.168.104.94,192.168.104.95
EWT_317,1036,192.168.104.96/27,192.168.104.96,27,192.168.104.97,192.168.104.98-192.168.104.126,192.168.104.98,192.168.104.126,192.168.104.97,192.168.104.126,192.168.104.127
EWT_319,1037,192.168.104.128/27,192.168.104.128,27,192.168.104.129,192.168.104.130-192.168.104.158,192.168.104.130,192.168.104.158,192.168.104.129,192.168.104.158,192.168.104.159
EWT_320,1038,192.168.104.160/27,192.168.104.160,27,192.168.104.161,192.168.104.162-192.168.104.190,192.168.104.162,192.168.104.190,192.168.104.161,192.168.104.190,192.168.104.191
EWT_321,1039,192.168.104.192/27,192.168.104.192,27,192.168.104.193,192.168.104.194-192.168.104.222,192.168.104.194,192.168.104.222,192.168.104.193,192.168.104.222,192.168.104.223
EWT_323,1040,192.168.104.224/27,192.168.104.224,27,192.168.104.225,192.168.104.226-192.168.104.254,192.168.104.226,192.168.104.254,192.168.104.225,192.168.104.254,192.168.104.255
EWT_324,1041,192.168.105.0/27,192.168.105.0,27,192.168.105.1,192.168.105.2-192.168.105.30,192.168.105.2,192.168.105.30,192.168.105.1,192.168.105.30,192.168.105.31
EWT_325,1042,192.168.105.32/27,192.168.105.32,27,192.168.105.33,192.168.105.34-192.168.105.62,192.168.105.34,192.168.105.62,192.168.105.33,192.168.105.62,192.168.105.63
EWT_326,1043,192.168.105.64/27,192.168.105.64,27,192.168.105.65,192.168.105.66-192.168.105.94,192.168.105.66,192.168.105.94,192.168.105.65,192.168.105.94,192.168.105.95
EWT_327,1044,192.168.105.96/27,192.168.105.96,27,192.168.105.97,192.168.105.98-192.168.105.126,192.168.105.98,192.168.105.126,192.168.105.97,192.168.105.126,192.168.105.127
EWT_328,1045,192.168.105.128/27,192.168.105.128,27,192.168.105.129,192.168.105.130-192.168.105.158,192.168.105.130,192.168.105.158,192.168.105.129,192.168.105.158,192.168.105.159
EWT_329,1046,192.168.105.160/27,192.168.105.160,27,192.168.105.161,192.168.105.162-192.168.105.190,192.168.105.162,192.168.105.190,192.168.105.161,192.168.105.190,192.168.105.191
EWT_330,1047,192.168.105.192/27,192.168.105.192,27,192.168.105.193,192.168.105.194-192.168.105.222,192.168.105.194,192.168.105.222,192.168.105.193,192.168.105.222,192.168.105.223
EWT_341,1048,192.168.105.224/27,192.168.105.224,27,192.168.105.225,192.168.105.226-192.168.105.254,192.168.105.226,192.168.105.254,192.168.105.225,192.168.105.254,192.168.105.255
EWT_342,1049,192.168.106.0/27,192.168.106.0,27,192.168.106.1,192.168.106.2-192.168.106.30,192.168.106.2,192.168.106.30,192.168.106.1,192.168.106.30,192.168.106.31
EWT_344,1050,192.168.106.32/27,192.168.106.32,27,192.168.106.33,192.168.106.34-192.168.106.62,192.168.106.34,192.168.106.62,192.168.106.33,192.168.106.62,192.168.106.63
EWT_348,1051,192.168.106.64/27,192.168.106.64,27,192.168.106.65,192.168.106.66-192.168.106.94,192.168.106.66,192.168.106.94,192.168.106.65,192.168.106.94,192.168.106.95
EWT_349,1052,192.168.106.96/27,192.168.106.96,27,192.168.106.97,192.168.106.98-192.168.106.126,192.168.106.98,192.168.106.126,192.168.106.97,192.168.106.126,192.168.106.127
EWT_350,1053,192.168.106.128/27,192.168.106.128,27,192.168.106.129,192.168.106.130-192.168.106.158,192.168.106.130,192.168.106.158,192.168.106.129,192.168.106.158,192.168.106.159
EWT_351,1054,192.168.106.160/27,192.168.106.160,27,192.168.106.161,192.168.106.162-192.168.106.190,192.168.106.162,192.168.106.190,192.168.106.161,192.168.106.190,192.168.106.191
EWT_352,1055,192.168.106.192/27,192.168.106.192,27,192.168.106.193,192.168.106.194-192.168.106.222,192.168.106.194,192.168.106.222,192.168.106.193,192.168.106.222,192.168.106.223
EWT_353,1056,192.168.106.224/27,192.168.106.224,27,192.168.106.225,192.168.106.226-192.168.106.254,192.168.106.226,192.168.106.254,192.168.106.225,192.168.106.254,192.168.106.255
EWT_355,1057,192.168.107.0/27,192.168.107.0,27,192.168.107.1,192.168.107.2-192.168.107.30,192.168.107.2,192.168.107.30,192.168.107.1,192.168.107.30,192.168.107.31
EWT_356,1058,192.168.107.32/27,192.168.107.32,27,192.168.107.33,192.168.107.34-192.168.107.62,192.168.107.34,192.168.107.62,192.168.107.33,192.168.107.62,192.168.107.63
EWT_357,1059,192.168.107.64/27,192.168.107.64,27,192.168.107.65,192.168.107.66-192.168.107.94,192.168.107.66,192.168.107.94,192.168.107.65,192.168.107.94,192.168.107.95
EWT_363,1060,192.168.107.96/27,192.168.107.96,27,192.168.107.97,192.168.107.98-192.168.107.126,192.168.107.98,192.168.107.126,192.168.107.97,192.168.107.126,192.168.107.127
EWT_364,1061,192.168.107.128/27,192.168.107.128,27,192.168.107.129,192.168.107.130-192.168.107.158,192.168.107.130,192.168.107.158,192.168.107.129,192.168.107.158,192.168.107.159
EWT_365,1062,192.168.107.160/27,192.168.107.160,27,192.168.107.161,192.168.107.162-192.168.107.190,192.168.107.162,192.168.107.190,192.168.107.161,192.168.107.190,192.168.107.191
EWT_401,1063,192.168.107.192/27,192.168.107.192,27,192.168.107.193,192.168.107.194-192.168.107.222,192.168.107.194,192.168.107.222,192.168.107.193,192.168.107.222,192.168.107.223
EWT_402,1064,192.168.107.224/27,192.168.107.224,27,192.168.107.225,192.168.107.226-192.168.107.254,192.168.107.226,192.168.107.254,192.168.107.225,192.168.107.254,192.168.107.255
EWT_403,1065,192.168.108.0/27,192.168.108.0,27,192.168.108.1,192.168.108.2-192.168.108.30,192.168.108.2,192.168.108.30,192.168.108.1,192.168.108.30,192.168.108.31
EWT_404,1066,192.168.108.32/27,192.168.108.32,27,192.168.108.33,192.168.108.34-192.168.108.62,192.168.108.34,192.168.108.62,192.168.108.33,192.168.108.62,192.168.108.63
EWT_405,1067,192.168.108.64/27,192.168.108.64,27,192.168.108.65,192.168.108.66-192.168.108.94,192.168.108.66,192.168.108.94,192.168.108.65,192.168.108.94,192.168.108.95
EWT_406,1068,192.168.108.96/27,192.168.108.96,27,192.168.108.97,192.168.108.98-192.168.108.126,192.168.108.98,192.168.108.126,192.168.108.97,192.168.108.126,192.168.108.127
EWT_407,1069,192.168.108.128/27,192.168.108.128,27,192.168.108.129,192.168.108.130-192.168.108.158,192.168.108.130,192.168.108.158,192.168.108.129,192.168.108.158,192.168.108.159
EWT_408,1070,192.168.108.160/27,192.168.108.160,27,192.168.108.161,192.168.108.162-192.168.108.190,192.168.108.162,192.168.108.190,192.168.108.161,192.168.108.190,192.168.108.191
EWT_409,1071,192.168.108.192/27,192.168.108.192,27,192.168.108.193,192.168.108.194-192.168.108.222,192.168.108.194,192.168.108.222,192.168.108.193,192.168.108.222,192.168.108.223
EWT_411,1072,192.168.108.224/27,192.168.108.224,27,192.168.108.225,192.168.108.226-192.168.108.254,192.168.108.226,192.168.108.254,192.168.108.225,192.168.108.254,192.168.108.255
EWT_412,1073,192.168.109.0/27,192.168.109.0,27,192.168.109.1,192.168.109.2-192.168.109.30,192.168.109.2,192.168.109.30,192.168.109.1,192.168.109.30,192.168.109.31
EWT_413,1074,192.168.109.32/27,192.168.109.32,27,192.168.109.33,192.168.109.34-192.168.109.62,192.168.109.34,192.168.109.62,192.168.109.33,192.168.109.62,192.168.109.63
EWT_414,1075,192.168.109.64/27,192.168.109.64,27,192.168.109.65,192.168.109.66-192.168.109.94,192.168.109.66,192.168.109.94,192.168.109.65,192.168.109.94,192.168.109.95
EWT_415,1076,192.168.109.96/27,192.168.109.96,27,192.168.109.97,192.168.109.98-192.168.109.126,192.168.109.98,192.168.109.126,192.168.109.97,192.168.109.126,192.168.109.127
EWT_416,1077,192.168.109.128/27,192.168.109.128,27,192.168.109.129,192.168.109.130-192.168.109.158,192.168.109.130,192.168.109.158,192.168.109.129,192.168.109.158,192.168.109.159
EWT_417,1078,192.168.109.160/27,192.168.109.160,27,192.168.109.161,192.168.109.162-192.168.109.190,192.168.109.162,192.168.109.190,192.168.109.161,192.168.109.190,192.168.109.191
EWT_418,1079,192.168.109.192/27,192.168.109.192,27,192.168.109.193,192.168.109.194-192.168.109.222,192.168.109.194,192.168.109.222,192.168.109.193,192.168.109.222,192.168.109.223
EWT_419,1080,192.168.109.224/27,192.168.109.224,27,192.168.109.225,192.168.109.226-192.168.109.254,192.168.109.226,192.168.109.254,192.168.109.225,192.168.109.254,192.168.109.255
EWT_420,1081,192.168.110.0/27,192.168.110.0,27,192.168.110.1,192.168.110.2-192.168.110.30,192.168.110.2,192.168.110.30,192.168.110.1,192.168.110.30,192.168.110.31
EWT_421,1082,192.168.110.32/27,192.168.110.32,27,192.168.110.33,192.168.110.34-192.168.110.62,192.168.110.34,192.168.110.62,192.168.110.33,192.168.110.62,192.168.110.63
EWT_422,1083,192.168.110.64/27,192.168.110.64,27,192.168.110.65,192.168.110.66-192.168.110.94,192.168.110.66,192.168.110.94,192.168.110.65,192.168.110.94,192.168.110.95
EWT_423,1084,192.168.110.96/27,192.168.110.96,27,192.168.110.97,192.168.110.98-192.168.110.126,192.168.110.98,192.168.110.126,192.168.110.97,192.168.110.126,192.168.110.127
EWT_425,1085,192.168.110.128/27,192.168.110.128,27,192.168.110.129,192.168.110.130-192.168.110.158,192.168.110.130,192.168.110.158,192.168.110.129,192.168.110.158,192.168.110.159
EWT_426,1086,192.168.110.160/27,192.168.110.160,27,192.168.110.161,192.168.110.162-192.168.110.190,192.168.110.162,192.168.110.190,192.168.110.161,192.168.110.190,192.168.110.191
EWT_427,1087,192.168.110.192/27,192.168.110.192,27,192.168.110.193,192.168.110.194-192.168.110.222,192.168.110.194,192.168.110.222,192.168.110.193,192.168.110.222,192.168.110.223
EWT_428,1088,192.168.110.224/27,192.168.110.224,27,192.168.110.225,192.168.110.226-192.168.110.254,192.168.110.226,192.168.110.254,192.168.110.225,192.168.110.254,192.168.110.255
EWT_429,1089,192.168.111.0/27,192.168.111.0,27,192.168.111.1,192.168.111.2-192.168.111.30,192.168.111.2,192.168.111.30,192.168.111.1,192.168.111.30,192.168.111.31
EWT_430,1090,192.168.111.32/27,192.168.111.32,27,192.168.111.33,192.168.111.34-192.168.111.62,192.168.111.34,192.168.111.62,192.168.111.33,192.168.111.62,192.168.111.63
EWT_441,1091,192.168.111.64/27,192.168.111.64,27,192.168.111.65,192.168.111.66-192.168.111.94,192.168.111.66,192.168.111.94,192.168.111.65,192.168.111.94,192.168.111.95
EWT_442,1092,192.168.111.96/27,192.168.111.96,27,192.168.111.97,192.168.111.98-192.168.111.126,192.168.111.98,192.168.111.126,192.168.111.97,192.168.111.126,192.168.111.127
EWT_444,1093,192.168.111.128/27,192.168.111.128,27,192.168.111.129,192.168.111.130-192.168.111.158,192.168.111.130,192.168.111.158,192.168.111.129,192.168.111.158,192.168.111.159
EWT_448,1094,192.168.111.160/27,192.168.111.160,27,192.168.111.161,192.168.111.162-192.168.111.190,192.168.111.162,192.168.111.190,192.168.111.161,192.168.111.190,192.168.111.191
EWT_450,1095,192.168.111.192/27,192.168.111.192,27,192.168.111.193,192.168.111.194-192.168.111.222,192.168.111.194,192.168.111.222,192.168.111.193,192.168.111.222,192.168.111.223
EWT_451,1096,192.168.111.224/27,192.168.111.224,27,192.168.111.225,192.168.111.226-192.168.111.254,192.168.111.226,192.168.111.254,192.168.111.225,192.168.111.254,192.168.111.255
EWT_452,1097,192.168.112.0/27,192.168.112.0,27,192.168.112.1,192.168.112.2-192.168.112.30,192.168.112.2,192.168.112.30,192.168.112.1,192.168.112.30,192.168.112.31
EWT_453,1098,192.168.112.32/27,192.168.112.32,27,192.168.112.33,192.168.112.34-192.168.112.62,192.168.112.34,192.168.112.62,192.168.112.33,192.168.112.62,192.168.112.63
EWT_455,1099,192.168.112.64/27,192.168.112.64,27,192.168.112.65,192.168.112.66-192.168.112.94,192.168.112.66,192.168.112.94,192.168.112.65,192.168.112.94,192.168.112.95
EWT_456,1100,192.168.112.96/27,192.168.112.96,27,192.168.112.97,192.168.112.98-192.168.112.126,192.168.112.98,192.168.112.126,192.168.112.97,192.168.112.126,192.168.112.127
EWT_457,1101,192.168.112.128/27,192.168.112.128,27,192.168.112.129,192.168.112.130-192.168.112.158,192.168.112.130,192.168.112.158,192.168.112.129,192.168.112.158,192.168.112.159
EWT_463,1102,192.168.112.160/27,192.168.112.160,27,192.168.112.161,192.168.112.162-192.168.112.190,192.168.112.162,192.168.112.190,192.168.112.161,192.168.112.190,192.168.112.191
EWT_464,1103,192.168.112.192/27,192.168.112.192,27,192.168.112.193,192.168.112.194-192.168.112.222,192.168.112.194,192.168.112.222,192.168.112.193,192.168.112.222,192.168.112.223
EWT_465,1104,192.168.112.224/27,192.168.112.224,27,192.168.112.225,192.168.112.226-192.168.112.254,192.168.112.226,192.168.112.254,192.168.112.225,192.168.112.254,192.168.112.255
EWT_501,1105,192.168.113.0/27,192.168.113.0,27,192.168.113.1,192.168.113.2-192.168.113.30,192.168.113.2,192.168.113.30,192.168.113.1,192.168.113.30,192.168.113.31
EWT_503,1106,192.168.113.32/27,192.168.113.32,27,192.168.113.33,192.168.113.34-192.168.113.62,192.168.113.34,192.168.113.62,192.168.113.33,192.168.113.62,192.168.113.63
EWT_504,1107,192.168.113.64/27,192.168.113.64,27,192.168.113.65,192.168.113.66-192.168.113.94,192.168.113.66,192.168.113.94,192.168.113.65,192.168.113.94,192.168.113.95
EWT_506,1108,192.168.113.96/27,192.168.113.96,27,192.168.113.97,192.168.113.98-192.168.113.126,192.168.113.98,192.168.113.126,192.168.113.97,192.168.113.126,192.168.113.127
EWT_509,1109,192.168.113.128/27,192.168.113.128,27,192.168.113.129,192.168.113.130-192.168.113.158,192.168.113.130,192.168.113.158,192.168.113.129,192.168.113.158,192.168.113.159
EWT_510,1110,192.168.113.160/27,192.168.113.160,27,192.168.113.161,192.168.113.162-192.168.113.190,192.168.113.162,192.168.113.190,192.168.113.161,192.168.113.190,192.168.113.191
EWT_511,1111,192.168.113.192/27,192.168.113.192,27,192.168.113.193,192.168.113.194-192.168.113.222,192.168.113.194,192.168.113.222,192.168.113.193,192.168.113.222,192.168.113.223
EWT_512,1112,192.168.113.224/27,192.168.113.224,27,192.168.113.225,192.168.113.226-192.168.113.254,192.168.113.226,192.168.113.254,192.168.113.225,192.168.113.254,192.168.113.255
EWT_513,1113,192.168.114.0/27,192.168.114.0,27,192.168.114.1,192.168.114.2-192.168.114.30,192.168.114.2,192.168.114.30,192.168.114.1,192.168.114.30,192.168.114.31
EWT_514,1114,192.168.114.32/27,192.168.114.32,27,192.168.114.33,192.168.114.34-192.168.114.62,192.168.114.34,192.168.114.62,192.168.114.33,192.168.114.62,192.168.114.63
EWT_515,1115,192.168.114.64/27,192.168.114.64,27,192.168.114.65,192.168.114.66-192.168.114.94,192.168.114.66,192.168.114.94,192.168.114.65,192.168.114.94,192.168.114.95
EWT_516,1116,192.168.114.96/27,192.168.114.96,27,192.168.114.97,192.168.114.98-192.168.114.126,192.168.114.98,192.168.114.126,192.168.114.97,192.168.114.126,192.168.114.127
EWT_517,1117,192.168.114.128/27,192.168.114.128,27,192.168.114.129,192.168.114.130-192.168.114.158,192.168.114.130,192.168.114.158,192.168.114.129,192.168.114.158,192.168.114.159
EWT_519,1118,192.168.114.160/27,192.168.114.160,27,192.168.114.161,192.168.114.162-192.168.114.190,192.168.114.162,192.168.114.190,192.168.114.161,192.168.114.190,192.168.114.191
EWT_520,1119,192.168.114.192/27,192.168.114.192,27,192.168.114.193,192.168.114.194-192.168.114.222,192.168.114.194,192.168.114.222,192.168.114.193,192.168.114.222,192.168.114.223
EWT_521,1120,192.168.114.224/27,192.168.114.224,27,192.168.114.225,192.168.114.226-192.168.114.254,192.168.114.226,192.168.114.254,192.168.114.225,192.168.114.254,192.168.114.255
EWT_522,1121,192.168.115.0/27,192.168.115.0,27,192.168.115.1,192.168.115.2-192.168.115.30,192.168.115.2,192.168.115.30,192.168.115.1,192.168.115.30,192.168.115.31
EWT_523,1122,192.168.115.32/27,192.168.115.32,27,192.168.115.33,192.168.115.34-192.168.115.62,192.168.115.34,192.168.115.62,192.168.115.33,192.168.115.62,192.168.115.63
EWT_525,1123,192.168.115.64/27,192.168.115.64,27,192.168.115.65,192.168.115.66-192.168.115.94,192.168.115.66,192.168.115.94,192.168.115.65,192.168.115.94,192.168.115.95
EWT_526,1124,192.168.115.96/27,192.168.115.96,27,192.168.115.97,192.168.115.98-192.168.115.126,192.168.115.98,192.168.115.126,192.168.115.97,192.168.115.126,192.168.115.127
EWT_527,1125,192.168.115.128/27,192.168.115.128,27,192.168.115.129,192.168.115.130-192.168.115.158,192.168.115.130,192.168.115.158,192.168.115.129,192.168.115.158,192.168.115.159
EWT_528,1126,192.168.115.160/27,192.168.115.160,27,192.168.115.161,192.168.115.162-192.168.115.190,192.168.115.162,192.168.115.190,192.168.115.161,192.168.115.190,192.168.115.191
EWT_529,1127,192.168.115.192/27,192.168.115.192,27,192.168.115.193,192.168.115.194-192.168.115.222,192.168.115.194,192.168.115.222,192.168.115.193,192.168.115.222,192.168.115.223
EWT_530,1128,192.168.115.224/27,192.168.115.224,27,192.168.115.225,192.168.115.226-192.168.115.254,192.168.115.226,192.168.115.254,192.168.115.225,192.168.115.254,192.168.115.255
EWT_541,1129,192.168.116.0/27,192.168.116.0,27,192.168.116.1,192.168.116.2-192.168.116.30,192.168.116.2,192.168.116.30,192.168.116.1,192.168.116.30,192.168.116.31
EWT_542,1130,192.168.116.32/27,192.168.116.32,27,192.168.116.33,192.168.116.34-192.168.116.62,192.168.116.34,192.168.116.62,192.168.116.33,192.168.116.62,192.168.116.63
EWT_544,1131,192.168.116.64/27,192.168.116.64,27,192.168.116.65,192.168.116.66-192.168.116.94,192.168.116.66,192.168.116.94,192.168.116.65,192.168.116.94,192.168.116.95
EWT_548,1132,192.168.116.96/27,192.168.116.96,27,192.168.116.97,192.168.116.98-192.168.116.126,192.168.116.98,192.168.116.126,192.168.116.97,192.168.116.126,192.168.116.127
EWT_550,1133,192.168.116.128/27,192.168.116.128,27,192.168.116.129,192.168.116.130-192.168.116.158,192.168.116.130,192.168.116.158,192.168.116.129,192.168.116.158,192.168.116.159
EWT_551,1134,192.168.116.160/27,192.168.116.160,27,192.168.116.161,192.168.116.162-192.168.116.190,192.168.116.162,192.168.116.190,192.168.116.161,192.168.116.190,192.168.116.191
EWT_552,1135,192.168.116.192/27,192.168.116.192,27,192.168.116.193,192.168.116.194-192.168.116.222,192.168.116.194,192.168.116.222,192.168.116.193,192.168.116.222,192.168.116.223
EWT_553,1136,192.168.116.224/27,192.168.116.224,27,192.168.116.225,192.168.116.226-192.168.116.254,192.168.116.226,192.168.116.254,192.168.116.225,192.168.116.254,192.168.116.255
EWT_555,1137,192.168.117.0/27,192.168.117.0,27,192.168.117.1,192.168.117.2-192.168.117.30,192.168.117.2,192.168.117.30,192.168.117.1,192.168.117.30,192.168.117.31
EWT_556,1138,192.168.117.32/27,192.168.117.32,27,192.168.117.33,192.168.117.34-192.168.117.62,192.168.117.34,192.168.117.62,192.168.117.33,192.168.117.62,192.168.117.63
EWT_557,1139,192.168.117.64/27,192.168.117.64,27,192.168.117.65,192.168.117.66-192.168.117.94,192.168.117.66,192.168.117.94,192.168.117.65,192.168.117.94,192.168.117.95
EWT_563,1140,192.168.117.96/27,192.168.117.96,27,192.168.117.97,192.168.117.98-192.168.117.126,192.168.117.98,192.168.117.126,192.168.117.97,192.168.117.126,192.168.117.127
EWT_564,1141,192.168.117.128/27,192.168.117.128,27,192.168.117.129,192.168.117.130-192.168.117.158,192.168.117.130,192.168.117.158,192.168.117.129,192.168.117.158,192.168.117.159
EWT_565,1142,192.168.117.160/27,192.168.117.160,27,192.168.117.161,192.168.117.162-192.168.117.190,192.168.117.162,192.168.117.190,192.168.117.161,192.168.117.190,192.168.117.191
EWT_601,1143,192.168.117.192/27,192.168.117.192,27,192.168.117.193,192.168.117.194-192.168.117.222,192.168.117.194,192.168.117.222,192.168.117.193,192.168.117.222,192.168.117.223
EWT_603,1144,192.168.117.224/27,192.168.117.224,27,192.168.117.225,192.168.117.226-192.168.117.254,192.168.117.226,192.168.117.254,192.168.117.225,192.168.117.254,192.168.117.255
EWT_604,1145,192.168.118.0/27,192.168.118.0,27,192.168.118.1,192.168.118.2-192.168.118.30,192.168.118.2,192.168.118.30,192.168.118.1,192.168.118.30,192.168.118.31
EWT_606,1146,192.168.118.32/27,192.168.118.32,27,192.168.118.33,192.168.118.34-192.168.118.62,192.168.118.34,192.168.118.62,192.168.118.33,192.168.118.62,192.168.118.63
EWT_607,1147,192.168.118.64/27,192.168.118.64,27,192.168.118.65,192.168.118.66-192.168.118.94,192.168.118.66,192.168.118.94,192.168.118.65,192.168.118.94,192.168.118.95
EWT_608,1148,192.168.118.96/27,192.168.118.96,27,192.168.118.97,192.168.118.98-192.168.118.126,192.168.118.98,192.168.118.126,192.168.118.97,192.168.118.126,192.168.118.127
EWT_609,1149,192.168.118.128/27,192.168.118.128,27,192.168.118.129,192.168.118.130-192.168.118.158,192.168.118.130,192.168.118.158,192.168.118.129,192.168.118.158,192.168.118.159
EWT_610,1150,192.168.118.160/27,192.168.118.160,27,192.168.118.161,192.168.118.162-192.168.118.190,192.168.118.162,192.168.118.190,192.168.118.161,192.168.118.190,192.168.118.191
